id,title,category,text,source,source_type,date
1545,SEBI Regulation 1545,KYC Norms,"Under SEBI guidelines, portfolio managers are required to disclose risk assessment reports within 2 days.",SEBI,synthetic,2021-12-04
1546,SEBI Regulation 1546,Risk Management,Non-compliance with KYC documentation by market intermediaries may attract penalties and legal action.,SEBI,synthetic,2024-09-07
1547,SEBI Regulation 1547,IPO Regulations,"As per SEBI circular, listed companies must ensure transaction monitoring to avoid violations.",SEBI,synthetic,2020-04-22
1548,SEBI Regulation 1548,KYC Norms,"As per SEBI circular, designated persons must ensure KYC documentation to avoid violations.",SEBI,synthetic,2022-12-06
1549,SEBI Regulation 1549,Insider Trading,SEBI mandates that all designated persons must comply with insider trading restrictions. Failure may result in penalties up to Rs. 19 crores.,SEBI,synthetic,2022-11-26
1550,SEBI Regulation 1550,Compliance Reporting,"As per SEBI circular, market intermediaries must ensure transaction monitoring to avoid violations.",SEBI,synthetic,2023-02-25
1551,SEBI Regulation 1551,Mutual Funds,SEBI mandates that all portfolio managers must comply with KYC documentation. Failure may result in penalties up to Rs. 8 crores.,SEBI,synthetic,2022-08-14
1552,SEBI Regulation 1552,Compliance Reporting,"Under SEBI guidelines, stock brokers are required to disclose financial disclosures within 3 days.",SEBI,synthetic,2023-03-03
1553,SEBI Regulation 1553,Corporate Governance,Non-compliance with insider trading restrictions by designated persons may attract penalties and legal action.,SEBI,synthetic,2021-08-31
1554,SEBI Regulation 1554,KYC Norms,"As per SEBI circular, listed companies must ensure financial disclosures to avoid violations.",SEBI,synthetic,2020-06-02
1555,SEBI Regulation 1555,Compliance Reporting,"As per SEBI circular, market intermediaries must ensure transaction monitoring to avoid violations.",SEBI,synthetic,2021-07-26
1556,SEBI Regulation 1556,IPO Regulations,The regulation states that market intermediaries should maintain audit records for transparency and compliance.,SEBI,synthetic,2021-05-18
1557,SEBI Regulation 1557,Compliance Reporting,The regulation states that stock brokers should maintain risk assessment reports for transparency and compliance.,SEBI,synthetic,2020-03-26
1558,SEBI Regulation 1558,Stock Brokers,Non-compliance with KYC documentation by portfolio managers may attract penalties and legal action.,SEBI,synthetic,2020-08-27
1559,SEBI Regulation 1559,KYC Norms,SEBI mandates that all market intermediaries must comply with risk assessment reports. Failure may result in penalties up to Rs. 2 crores.,SEBI,synthetic,2024-03-28
1560,SEBI Regulation 1560,KYC Norms,SEBI mandates that all portfolio managers must comply with KYC documentation. Failure may result in penalties up to Rs. 16 crores.,SEBI,synthetic,2022-07-21
1561,SEBI Regulation 1561,Risk Management,SEBI mandates that all mutual fund houses must comply with transaction monitoring. Failure may result in penalties up to Rs. 17 crores.,SEBI,synthetic,2020-05-04
1562,SEBI Regulation 1562,Risk Management,"Under SEBI guidelines, portfolio managers are required to disclose financial disclosures within 1 days.",SEBI,synthetic,2023-03-17
1563,SEBI Regulation 1563,Corporate Governance,Non-compliance with insider trading restrictions by mutual fund houses may attract penalties and legal action.,SEBI,synthetic,2023-01-16
1564,SEBI Regulation 1564,Corporate Governance,SEBI mandates that all mutual fund houses must comply with risk assessment reports. Failure may result in penalties up to Rs. 34 crores.,SEBI,synthetic,2022-10-02
1565,SEBI Regulation 1565,IPO Regulations,The regulation states that designated persons should maintain KYC documentation for transparency and compliance.,SEBI,synthetic,2024-06-28
1566,SEBI Regulation 1566,KYC Norms,SEBI mandates that all portfolio managers must comply with financial disclosures. Failure may result in penalties up to Rs. 13 crores.,SEBI,synthetic,2024-05-04
1567,SEBI Regulation 1567,IPO Regulations,SEBI mandates that all portfolio managers must comply with KYC documentation. Failure may result in penalties up to Rs. 43 crores.,SEBI,synthetic,2020-10-05
1568,SEBI Regulation 1568,Insider Trading,Non-compliance with financial disclosures by listed companies may attract penalties and legal action.,SEBI,synthetic,2020-11-18
1569,SEBI Regulation 1569,KYC Norms,Non-compliance with KYC documentation by stock brokers may attract penalties and legal action.,SEBI,synthetic,2021-04-06
1570,SEBI Regulation 1570,Insider Trading,The regulation states that mutual fund houses should maintain KYC documentation for transparency and compliance.,SEBI,synthetic,2023-08-02
1571,SEBI Regulation 1571,Compliance Reporting,SEBI mandates that all designated persons must comply with audit records. Failure may result in penalties up to Rs. 6 crores.,SEBI,synthetic,2022-08-18
1572,SEBI Regulation 1572,Stock Brokers,"As per SEBI circular, stock brokers must ensure audit records to avoid violations.",SEBI,synthetic,2021-09-18
1573,SEBI Regulation 1573,Insider Trading,Non-compliance with transaction monitoring by portfolio managers may attract penalties and legal action.,SEBI,synthetic,2024-01-23
1574,SEBI Regulation 1574,Corporate Governance,"Under SEBI guidelines, mutual fund houses are required to disclose risk assessment reports within 4 days.",SEBI,synthetic,2021-04-14
1575,SEBI Regulation 1575,Mutual Funds,"Under SEBI guidelines, portfolio managers are required to disclose insider trading restrictions within 5 days.",SEBI,synthetic,2020-12-02
1576,SEBI Regulation 1576,Corporate Governance,"As per SEBI circular, portfolio managers must ensure insider trading restrictions to avoid violations.",SEBI,synthetic,2022-02-19
1577,SEBI Regulation 1577,Corporate Governance,"As per SEBI circular, stock brokers must ensure audit records to avoid violations.",SEBI,synthetic,2023-03-29
1578,SEBI Regulation 1578,KYC Norms,SEBI mandates that all market intermediaries must comply with financial disclosures. Failure may result in penalties up to Rs. 27 crores.,SEBI,synthetic,2021-12-22
1579,SEBI Regulation 1579,Corporate Governance,Non-compliance with KYC documentation by stock brokers may attract penalties and legal action.,SEBI,synthetic,2022-11-01
1580,SEBI Regulation 1580,Corporate Governance,"As per SEBI circular, stock brokers must ensure transaction monitoring to avoid violations.",SEBI,synthetic,2023-07-08
1581,SEBI Regulation 1581,Risk Management,SEBI mandates that all market intermediaries must comply with risk assessment reports. Failure may result in penalties up to Rs. 15 crores.,SEBI,synthetic,2020-03-07
1582,SEBI Regulation 1582,Corporate Governance,SEBI mandates that all stock brokers must comply with transaction monitoring. Failure may result in penalties up to Rs. 20 crores.,SEBI,synthetic,2024-08-21
1583,SEBI Regulation 1583,Mutual Funds,"Under SEBI guidelines, mutual fund houses are required to disclose risk assessment reports within 2 days.",SEBI,synthetic,2021-12-03
1584,SEBI Regulation 1584,Compliance Reporting,"As per SEBI circular, market intermediaries must ensure insider trading restrictions to avoid violations.",SEBI,synthetic,2022-07-24
1585,SEBI Regulation 1585,KYC Norms,The regulation states that designated persons should maintain insider trading restrictions for transparency and compliance.,SEBI,synthetic,2021-02-26
1586,SEBI Regulation 1586,KYC Norms,"Under SEBI guidelines, stock brokers are required to disclose insider trading restrictions within 3 days.",SEBI,synthetic,2024-07-18
1587,SEBI Regulation 1587,Mutual Funds,The regulation states that mutual fund houses should maintain audit records for transparency and compliance.,SEBI,synthetic,2022-11-11
1588,SEBI Regulation 1588,Mutual Funds,"As per SEBI circular, mutual fund houses must ensure risk assessment reports to avoid violations.",SEBI,synthetic,2021-04-30
1589,SEBI Regulation 1589,KYC Norms,Non-compliance with financial disclosures by portfolio managers may attract penalties and legal action.,SEBI,synthetic,2022-02-22
1590,SEBI Regulation 1590,Risk Management,SEBI mandates that all designated persons must comply with audit records. Failure may result in penalties up to Rs. 14 crores.,SEBI,synthetic,2024-11-13
1591,SEBI Regulation 1591,KYC Norms,Non-compliance with insider trading restrictions by designated persons may attract penalties and legal action.,SEBI,synthetic,2022-04-19
1592,SEBI Regulation 1592,Corporate Governance,Non-compliance with transaction monitoring by stock brokers may attract penalties and legal action.,SEBI,synthetic,2023-09-18
1593,SEBI Regulation 1593,Risk Management,"As per SEBI circular, listed companies must ensure transaction monitoring to avoid violations.",SEBI,synthetic,2023-06-29
1594,SEBI Regulation 1594,Insider Trading,SEBI mandates that all stock brokers must comply with financial disclosures. Failure may result in penalties up to Rs. 13 crores.,SEBI,synthetic,2021-01-22
1595,SEBI Regulation 1595,Risk Management,Non-compliance with transaction monitoring by portfolio managers may attract penalties and legal action.,SEBI,synthetic,2020-08-14
1596,SEBI Regulation 1596,Compliance Reporting,Non-compliance with insider trading restrictions by listed companies may attract penalties and legal action.,SEBI,synthetic,2022-08-31
1597,SEBI Regulation 1597,KYC Norms,The regulation states that listed companies should maintain transaction monitoring for transparency and compliance.,SEBI,synthetic,2020-02-08
1598,SEBI Regulation 1598,Compliance Reporting,Non-compliance with transaction monitoring by market intermediaries may attract penalties and legal action.,SEBI,synthetic,2021-09-02
1599,SEBI Regulation 1599,Insider Trading,SEBI mandates that all designated persons must comply with insider trading restrictions. Failure may result in penalties up to Rs. 22 crores.,SEBI,synthetic,2021-07-04
1600,SEBI Regulation 1600,IPO Regulations,"As per SEBI circular, portfolio managers must ensure transaction monitoring to avoid violations.",SEBI,synthetic,2024-03-08
1601,SEBI Regulation 1601,Corporate Governance,Non-compliance with audit records by mutual fund houses may attract penalties and legal action.,SEBI,synthetic,2020-09-14
1602,SEBI Regulation 1602,Stock Brokers,SEBI mandates that all mutual fund houses must comply with insider trading restrictions. Failure may result in penalties up to Rs. 19 crores.,SEBI,synthetic,2022-09-16
1603,SEBI Regulation 1603,Stock Brokers,"Under SEBI guidelines, stock brokers are required to disclose financial disclosures within 1 days.",SEBI,synthetic,2022-12-25
1604,SEBI Regulation 1604,Insider Trading,"As per SEBI circular, listed companies must ensure audit records to avoid violations.",SEBI,synthetic,2024-08-29
1605,SEBI Regulation 1605,Mutual Funds,The regulation states that listed companies should maintain insider trading restrictions for transparency and compliance.,SEBI,synthetic,2022-02-23
1606,SEBI Regulation 1606,Compliance Reporting,Non-compliance with insider trading restrictions by market intermediaries may attract penalties and legal action.,SEBI,synthetic,2023-09-27
1607,SEBI Regulation 1607,Risk Management,"As per SEBI circular, portfolio managers must ensure audit records to avoid violations.",SEBI,synthetic,2020-06-05
1608,SEBI Regulation 1608,Stock Brokers,SEBI mandates that all stock brokers must comply with KYC documentation. Failure may result in penalties up to Rs. 11 crores.,SEBI,synthetic,2022-05-02
1609,SEBI Regulation 1609,Corporate Governance,Non-compliance with KYC documentation by designated persons may attract penalties and legal action.,SEBI,synthetic,2022-09-23
1610,SEBI Regulation 1610,Compliance Reporting,SEBI mandates that all portfolio managers must comply with audit records. Failure may result in penalties up to Rs. 24 crores.,SEBI,synthetic,2022-06-22
1611,SEBI Regulation 1611,IPO Regulations,The regulation states that mutual fund houses should maintain audit records for transparency and compliance.,SEBI,synthetic,2023-02-20
1612,SEBI Regulation 1612,Insider Trading,Non-compliance with transaction monitoring by portfolio managers may attract penalties and legal action.,SEBI,synthetic,2020-05-21
1613,SEBI Regulation 1613,KYC Norms,Non-compliance with KYC documentation by portfolio managers may attract penalties and legal action.,SEBI,synthetic,2021-01-31
1614,SEBI Regulation 1614,Corporate Governance,"As per SEBI circular, market intermediaries must ensure transaction monitoring to avoid violations.",SEBI,synthetic,2022-05-25
1615,SEBI Regulation 1615,Corporate Governance,"As per SEBI circular, market intermediaries must ensure transaction monitoring to avoid violations.",SEBI,synthetic,2022-01-05
1616,SEBI Regulation 1616,KYC Norms,The regulation states that stock brokers should maintain transaction monitoring for transparency and compliance.,SEBI,synthetic,2022-01-08
1617,SEBI Regulation 1617,Mutual Funds,The regulation states that mutual fund houses should maintain KYC documentation for transparency and compliance.,SEBI,synthetic,2021-04-18
1618,SEBI Regulation 1618,Stock Brokers,The regulation states that portfolio managers should maintain transaction monitoring for transparency and compliance.,SEBI,synthetic,2023-04-22
1619,SEBI Regulation 1619,Mutual Funds,Non-compliance with audit records by portfolio managers may attract penalties and legal action.,SEBI,synthetic,2024-09-12
1620,SEBI Regulation 1620,KYC Norms,Non-compliance with risk assessment reports by mutual fund houses may attract penalties and legal action.,SEBI,synthetic,2020-08-25
1621,SEBI Regulation 1621,Corporate Governance,SEBI mandates that all stock brokers must comply with KYC documentation. Failure may result in penalties up to Rs. 31 crores.,SEBI,synthetic,2023-01-29
1622,SEBI Regulation 1622,Corporate Governance,SEBI mandates that all stock brokers must comply with insider trading restrictions. Failure may result in penalties up to Rs. 34 crores.,SEBI,synthetic,2020-10-19
1623,SEBI Regulation 1623,IPO Regulations,"Under SEBI guidelines, mutual fund houses are required to disclose transaction monitoring within 9 days.",SEBI,synthetic,2022-01-20
1624,SEBI Regulation 1624,Stock Brokers,"As per SEBI circular, mutual fund houses must ensure risk assessment reports to avoid violations.",SEBI,synthetic,2024-02-21
1625,SEBI Regulation 1625,IPO Regulations,"As per SEBI circular, listed companies must ensure audit records to avoid violations.",SEBI,synthetic,2024-04-12
1626,SEBI Regulation 1626,Risk Management,"As per SEBI circular, market intermediaries must ensure risk assessment reports to avoid violations.",SEBI,synthetic,2021-02-04
1627,SEBI Regulation 1627,Mutual Funds,The regulation states that designated persons should maintain audit records for transparency and compliance.,SEBI,synthetic,2024-06-16
1628,SEBI Regulation 1628,Insider Trading,The regulation states that portfolio managers should maintain risk assessment reports for transparency and compliance.,SEBI,synthetic,2023-10-26
1629,SEBI Regulation 1629,Risk Management,"Under SEBI guidelines, listed companies are required to disclose KYC documentation within 6 days.",SEBI,synthetic,2024-01-22
1630,SEBI Regulation 1630,Compliance Reporting,SEBI mandates that all listed companies must comply with transaction monitoring. Failure may result in penalties up to Rs. 42 crores.,SEBI,synthetic,2020-08-30
1631,SEBI Regulation 1631,Compliance Reporting,SEBI mandates that all listed companies must comply with financial disclosures. Failure may result in penalties up to Rs. 31 crores.,SEBI,synthetic,2023-10-17
1632,SEBI Regulation 1632,KYC Norms,The regulation states that stock brokers should maintain financial disclosures for transparency and compliance.,SEBI,synthetic,2023-05-08
1633,SEBI Regulation 1633,Corporate Governance,SEBI mandates that all listed companies must comply with insider trading restrictions. Failure may result in penalties up to Rs. 39 crores.,SEBI,synthetic,2022-06-11
1634,SEBI Regulation 1634,Insider Trading,"As per SEBI circular, market intermediaries must ensure transaction monitoring to avoid violations.",SEBI,synthetic,2022-02-23
1635,SEBI Regulation 1635,KYC Norms,"Under SEBI guidelines, stock brokers are required to disclose insider trading restrictions within 9 days.",SEBI,synthetic,2021-03-31
1636,SEBI Regulation 1636,KYC Norms,SEBI mandates that all designated persons must comply with insider trading restrictions. Failure may result in penalties up to Rs. 23 crores.,SEBI,synthetic,2021-05-17
1637,SEBI Regulation 1637,Mutual Funds,"Under SEBI guidelines, portfolio managers are required to disclose risk assessment reports within 7 days.",SEBI,synthetic,2023-08-25
1638,SEBI Regulation 1638,KYC Norms,The regulation states that market intermediaries should maintain insider trading restrictions for transparency and compliance.,SEBI,synthetic,2023-04-30
1639,SEBI Regulation 1639,KYC Norms,"Under SEBI guidelines, designated persons are required to disclose risk assessment reports within 5 days.",SEBI,synthetic,2022-12-03
1640,SEBI Regulation 1640,Stock Brokers,Non-compliance with risk assessment reports by portfolio managers may attract penalties and legal action.,SEBI,synthetic,2021-02-21
1641,SEBI Regulation 1641,Stock Brokers,SEBI mandates that all designated persons must comply with audit records. Failure may result in penalties up to Rs. 35 crores.,SEBI,synthetic,2020-02-05
1642,SEBI Regulation 1642,Insider Trading,"As per SEBI circular, listed companies must ensure financial disclosures to avoid violations.",SEBI,synthetic,2021-02-11
1643,SEBI Regulation 1643,Compliance Reporting,SEBI mandates that all stock brokers must comply with financial disclosures. Failure may result in penalties up to Rs. 44 crores.,SEBI,synthetic,2022-04-07
1644,SEBI Regulation 1644,Mutual Funds,The regulation states that market intermediaries should maintain transaction monitoring for transparency and compliance.,SEBI,synthetic,2022-12-08
1645,SEBI Regulation 1645,IPO Regulations,The regulation states that mutual fund houses should maintain audit records for transparency and compliance.,SEBI,synthetic,2023-10-26
1646,SEBI Regulation 1646,Corporate Governance,SEBI mandates that all designated persons must comply with insider trading restrictions. Failure may result in penalties up to Rs. 19 crores.,SEBI,synthetic,2024-11-20
1647,SEBI Regulation 1647,Stock Brokers,SEBI mandates that all stock brokers must comply with financial disclosures. Failure may result in penalties up to Rs. 36 crores.,SEBI,synthetic,2022-09-29
1648,SEBI Regulation 1648,Insider Trading,The regulation states that listed companies should maintain audit records for transparency and compliance.,SEBI,synthetic,2022-10-08
1649,SEBI Regulation 1649,Stock Brokers,Non-compliance with financial disclosures by mutual fund houses may attract penalties and legal action.,SEBI,synthetic,2022-08-04
1650,SEBI Regulation 1650,Corporate Governance,Non-compliance with risk assessment reports by market intermediaries may attract penalties and legal action.,SEBI,synthetic,2023-09-01
1651,SEBI Regulation 1651,Stock Brokers,Non-compliance with audit records by mutual fund houses may attract penalties and legal action.,SEBI,synthetic,2022-02-15
1652,SEBI Regulation 1652,KYC Norms,SEBI mandates that all designated persons must comply with insider trading restrictions. Failure may result in penalties up to Rs. 10 crores.,SEBI,synthetic,2023-04-30
1653,SEBI Regulation 1653,Corporate Governance,"As per SEBI circular, listed companies must ensure financial disclosures to avoid violations.",SEBI,synthetic,2021-09-24
1654,SEBI Regulation 1654,KYC Norms,Non-compliance with financial disclosures by designated persons may attract penalties and legal action.,SEBI,synthetic,2020-10-05
1655,SEBI Regulation 1655,IPO Regulations,The regulation states that stock brokers should maintain risk assessment reports for transparency and compliance.,SEBI,synthetic,2023-04-22
1656,SEBI Regulation 1656,KYC Norms,"As per SEBI circular, stock brokers must ensure risk assessment reports to avoid violations.",SEBI,synthetic,2022-05-30
1657,SEBI Regulation 1657,Compliance Reporting,"As per SEBI circular, portfolio managers must ensure insider trading restrictions to avoid violations.",SEBI,synthetic,2020-10-31
1658,SEBI Regulation 1658,Mutual Funds,The regulation states that listed companies should maintain financial disclosures for transparency and compliance.,SEBI,synthetic,2021-06-19
1659,SEBI Regulation 1659,Stock Brokers,Non-compliance with KYC documentation by mutual fund houses may attract penalties and legal action.,SEBI,synthetic,2021-09-09
1660,SEBI Regulation 1660,Compliance Reporting,The regulation states that portfolio managers should maintain risk assessment reports for transparency and compliance.,SEBI,synthetic,2024-11-23
1661,SEBI Regulation 1661,KYC Norms,SEBI mandates that all listed companies must comply with KYC documentation. Failure may result in penalties up to Rs. 1 crores.,SEBI,synthetic,2023-12-03
1662,SEBI Regulation 1662,Compliance Reporting,Non-compliance with audit records by market intermediaries may attract penalties and legal action.,SEBI,synthetic,2024-06-19
1663,SEBI Regulation 1663,Stock Brokers,The regulation states that listed companies should maintain audit records for transparency and compliance.,SEBI,synthetic,2020-09-14
1664,SEBI Regulation 1664,Risk Management,"As per SEBI circular, designated persons must ensure transaction monitoring to avoid violations.",SEBI,synthetic,2022-12-07
1665,SEBI Regulation 1665,Corporate Governance,"As per SEBI circular, mutual fund houses must ensure financial disclosures to avoid violations.",SEBI,synthetic,2023-11-12
1666,SEBI Regulation 1666,Mutual Funds,Non-compliance with insider trading restrictions by stock brokers may attract penalties and legal action.,SEBI,synthetic,2022-07-27
1667,SEBI Regulation 1667,Compliance Reporting,"As per SEBI circular, portfolio managers must ensure insider trading restrictions to avoid violations.",SEBI,synthetic,2020-02-25
1668,SEBI Regulation 1668,Mutual Funds,Non-compliance with audit records by listed companies may attract penalties and legal action.,SEBI,synthetic,2024-04-05
1669,SEBI Regulation 1669,IPO Regulations,The regulation states that mutual fund houses should maintain insider trading restrictions for transparency and compliance.,SEBI,synthetic,2022-07-19
1670,SEBI Regulation 1670,Compliance Reporting,"As per SEBI circular, mutual fund houses must ensure risk assessment reports to avoid violations.",SEBI,synthetic,2021-10-22
1671,SEBI Regulation 1671,Insider Trading,SEBI mandates that all stock brokers must comply with risk assessment reports. Failure may result in penalties up to Rs. 11 crores.,SEBI,synthetic,2024-08-18
1672,SEBI Regulation 1672,Risk Management,"Under SEBI guidelines, mutual fund houses are required to disclose risk assessment reports within 1 days.",SEBI,synthetic,2021-01-26
1673,SEBI Regulation 1673,Risk Management,"As per SEBI circular, designated persons must ensure insider trading restrictions to avoid violations.",SEBI,synthetic,2023-05-22
1674,SEBI Regulation 1674,Insider Trading,Non-compliance with insider trading restrictions by listed companies may attract penalties and legal action.,SEBI,synthetic,2023-03-04
1675,SEBI Regulation 1675,Compliance Reporting,Non-compliance with risk assessment reports by listed companies may attract penalties and legal action.,SEBI,synthetic,2024-02-18
1676,SEBI Regulation 1676,Risk Management,Non-compliance with risk assessment reports by listed companies may attract penalties and legal action.,SEBI,synthetic,2022-03-19
1677,SEBI Regulation 1677,Stock Brokers,Non-compliance with KYC documentation by market intermediaries may attract penalties and legal action.,SEBI,synthetic,2024-07-25
1678,SEBI Regulation 1678,Insider Trading,Non-compliance with insider trading restrictions by listed companies may attract penalties and legal action.,SEBI,synthetic,2020-02-06
1679,SEBI Regulation 1679,Risk Management,The regulation states that designated persons should maintain audit records for transparency and compliance.,SEBI,synthetic,2023-09-26
1680,SEBI Regulation 1680,KYC Norms,The regulation states that stock brokers should maintain risk assessment reports for transparency and compliance.,SEBI,synthetic,2022-05-07
1681,SEBI Regulation 1681,Corporate Governance,"Under SEBI guidelines, listed companies are required to disclose audit records within 8 days.",SEBI,synthetic,2021-04-12
1682,SEBI Regulation 1682,Corporate Governance,"Under SEBI guidelines, portfolio managers are required to disclose transaction monitoring within 7 days.",SEBI,synthetic,2020-06-14
1683,SEBI Regulation 1683,Compliance Reporting,"As per SEBI circular, stock brokers must ensure transaction monitoring to avoid violations.",SEBI,synthetic,2024-12-15
1684,SEBI Regulation 1684,IPO Regulations,Non-compliance with insider trading restrictions by mutual fund houses may attract penalties and legal action.,SEBI,synthetic,2024-10-30
1685,SEBI Regulation 1685,Compliance Reporting,The regulation states that mutual fund houses should maintain KYC documentation for transparency and compliance.,SEBI,synthetic,2021-04-11
1686,SEBI Regulation 1686,KYC Norms,Non-compliance with risk assessment reports by stock brokers may attract penalties and legal action.,SEBI,synthetic,2021-02-19
1687,SEBI Regulation 1687,IPO Regulations,The regulation states that portfolio managers should maintain insider trading restrictions for transparency and compliance.,SEBI,synthetic,2021-10-19
1688,SEBI Regulation 1688,Risk Management,The regulation states that designated persons should maintain insider trading restrictions for transparency and compliance.,SEBI,synthetic,2022-04-05
1689,SEBI Regulation 1689,IPO Regulations,The regulation states that portfolio managers should maintain audit records for transparency and compliance.,SEBI,synthetic,2023-05-22
1690,SEBI Regulation 1690,Compliance Reporting,SEBI mandates that all stock brokers must comply with KYC documentation. Failure may result in penalties up to Rs. 33 crores.,SEBI,synthetic,2021-09-22
1691,SEBI Regulation 1691,KYC Norms,"Under SEBI guidelines, mutual fund houses are required to disclose transaction monitoring within 9 days.",SEBI,synthetic,2020-05-07
1692,SEBI Regulation 1692,Risk Management,"Under SEBI guidelines, portfolio managers are required to disclose insider trading restrictions within 9 days.",SEBI,synthetic,2023-04-26
1693,SEBI Regulation 1693,Insider Trading,"Under SEBI guidelines, designated persons are required to disclose risk assessment reports within 1 days.",SEBI,synthetic,2024-01-24
1694,SEBI Regulation 1694,Insider Trading,SEBI mandates that all stock brokers must comply with financial disclosures. Failure may result in penalties up to Rs. 12 crores.,SEBI,synthetic,2020-09-27
1695,SEBI Regulation 1695,Compliance Reporting,Non-compliance with KYC documentation by designated persons may attract penalties and legal action.,SEBI,synthetic,2024-01-24
1696,SEBI Regulation 1696,Corporate Governance,"Under SEBI guidelines, designated persons are required to disclose financial disclosures within 10 days.",SEBI,synthetic,2020-06-20
1697,SEBI Regulation 1697,Mutual Funds,Non-compliance with audit records by market intermediaries may attract penalties and legal action.,SEBI,synthetic,2024-08-24
1698,SEBI Regulation 1698,Mutual Funds,The regulation states that designated persons should maintain KYC documentation for transparency and compliance.,SEBI,synthetic,2024-06-22
1699,SEBI Regulation 1699,Compliance Reporting,"As per SEBI circular, designated persons must ensure insider trading restrictions to avoid violations.",SEBI,synthetic,2021-07-15
1700,SEBI Regulation 1700,Mutual Funds,"As per SEBI circular, listed companies must ensure audit records to avoid violations.",SEBI,synthetic,2022-05-26
1701,SEBI Regulation 1701,Compliance Reporting,SEBI mandates that all mutual fund houses must comply with KYC documentation. Failure may result in penalties up to Rs. 22 crores.,SEBI,synthetic,2022-03-04
1702,SEBI Regulation 1702,Compliance Reporting,"As per SEBI circular, portfolio managers must ensure financial disclosures to avoid violations.",SEBI,synthetic,2020-11-30
1703,SEBI Regulation 1703,Compliance Reporting,"Under SEBI guidelines, stock brokers are required to disclose transaction monitoring within 9 days.",SEBI,synthetic,2023-08-22
1704,SEBI Regulation 1704,Compliance Reporting,"Under SEBI guidelines, portfolio managers are required to disclose insider trading restrictions within 8 days.",SEBI,synthetic,2023-06-12
1705,SEBI Regulation 1705,Stock Brokers,"As per SEBI circular, stock brokers must ensure KYC documentation to avoid violations.",SEBI,synthetic,2023-07-06
1706,SEBI Regulation 1706,Stock Brokers,SEBI mandates that all listed companies must comply with transaction monitoring. Failure may result in penalties up to Rs. 22 crores.,SEBI,synthetic,2023-02-24
1707,SEBI Regulation 1707,IPO Regulations,"Under SEBI guidelines, designated persons are required to disclose financial disclosures within 10 days.",SEBI,synthetic,2022-02-26
1708,SEBI Regulation 1708,Compliance Reporting,The regulation states that designated persons should maintain transaction monitoring for transparency and compliance.,SEBI,synthetic,2023-10-14
1709,SEBI Regulation 1709,Mutual Funds,The regulation states that stock brokers should maintain risk assessment reports for transparency and compliance.,SEBI,synthetic,2021-07-23
1710,SEBI Regulation 1710,IPO Regulations,Non-compliance with risk assessment reports by portfolio managers may attract penalties and legal action.,SEBI,synthetic,2020-10-02
1711,SEBI Regulation 1711,Insider Trading,The regulation states that stock brokers should maintain KYC documentation for transparency and compliance.,SEBI,synthetic,2020-12-15
1712,SEBI Regulation 1712,Risk Management,SEBI mandates that all stock brokers must comply with financial disclosures. Failure may result in penalties up to Rs. 46 crores.,SEBI,synthetic,2020-04-15
1713,SEBI Regulation 1713,Risk Management,"Under SEBI guidelines, designated persons are required to disclose insider trading restrictions within 7 days.",SEBI,synthetic,2023-08-15
1714,SEBI Regulation 1714,Stock Brokers,Non-compliance with KYC documentation by portfolio managers may attract penalties and legal action.,SEBI,synthetic,2020-01-27
1715,SEBI Regulation 1715,IPO Regulations,"Under SEBI guidelines, mutual fund houses are required to disclose KYC documentation within 6 days.",SEBI,synthetic,2020-11-03
1716,SEBI Regulation 1716,Compliance Reporting,Non-compliance with financial disclosures by portfolio managers may attract penalties and legal action.,SEBI,synthetic,2023-04-15
1717,SEBI Regulation 1717,Stock Brokers,"Under SEBI guidelines, stock brokers are required to disclose transaction monitoring within 2 days.",SEBI,synthetic,2020-10-05
1718,SEBI Regulation 1718,Risk Management,The regulation states that designated persons should maintain transaction monitoring for transparency and compliance.,SEBI,synthetic,2021-08-20
1719,SEBI Regulation 1719,KYC Norms,SEBI mandates that all market intermediaries must comply with risk assessment reports. Failure may result in penalties up to Rs. 42 crores.,SEBI,synthetic,2021-09-25
1720,SEBI Regulation 1720,Stock Brokers,The regulation states that mutual fund houses should maintain financial disclosures for transparency and compliance.,SEBI,synthetic,2022-10-05
1721,SEBI Regulation 1721,Corporate Governance,The regulation states that listed companies should maintain KYC documentation for transparency and compliance.,SEBI,synthetic,2021-07-03
1722,SEBI Regulation 1722,Stock Brokers,"As per SEBI circular, mutual fund houses must ensure audit records to avoid violations.",SEBI,synthetic,2021-03-13
1723,SEBI Regulation 1723,Corporate Governance,"As per SEBI circular, listed companies must ensure financial disclosures to avoid violations.",SEBI,synthetic,2023-02-16
1724,SEBI Regulation 1724,KYC Norms,"As per SEBI circular, mutual fund houses must ensure risk assessment reports to avoid violations.",SEBI,synthetic,2023-06-15
1725,SEBI Regulation 1725,Compliance Reporting,SEBI mandates that all designated persons must comply with risk assessment reports. Failure may result in penalties up to Rs. 26 crores.,SEBI,synthetic,2023-09-09
1726,SEBI Regulation 1726,Insider Trading,"As per SEBI circular, market intermediaries must ensure transaction monitoring to avoid violations.",SEBI,synthetic,2022-06-16
1727,SEBI Regulation 1727,KYC Norms,"As per SEBI circular, mutual fund houses must ensure audit records to avoid violations.",SEBI,synthetic,2021-08-20
1728,SEBI Regulation 1728,Insider Trading,"As per SEBI circular, market intermediaries must ensure financial disclosures to avoid violations.",SEBI,synthetic,2021-05-17
